tenant_id,source_product_id,name,decision_type,current_value,proposed_value,owner_action,owner_note
comp_1777895277336,prod_1779104313397,Vịt Bọng,TENANT_MAPPING_AND_TARGET_PRODUCT,source_tenant=comp_1777895277336; source_product_id=prod_1779104313397,TARGET_TENANT_OWNER_REVIEW; TARGET_PRODUCT_OWNER_REVIEW,PROVIDE_APPROVED_TARGET_TENANT_AND_TARGET_PRODUCT_ACTION,"Source company=HD Co.Ltd; tenant mapping status=OWNER_REVIEW; target tenant identity absent from supplied evidence; choose KEEP_EXISTING_TARGET, CREATE_TARGET, OWNER_REVIEW or REJECT only after target identity is supplied; do not use tenant name or source ID as target identity"
comp_1777895277336,prod_1779104330830,Cánh Gà,TENANT_MAPPING_AND_TARGET_PRODUCT,source_tenant=comp_1777895277336; source_product_id=prod_1779104330830,TARGET_TENANT_OWNER_REVIEW; TARGET_PRODUCT_OWNER_REVIEW,PROVIDE_APPROVED_TARGET_TENANT_AND_TARGET_PRODUCT_ACTION,"Source company=HD Co.Ltd; tenant mapping status=OWNER_REVIEW; target tenant identity absent from supplied evidence; choose KEEP_EXISTING_TARGET, CREATE_TARGET, OWNER_REVIEW or REJECT only after target identity is supplied; do not use tenant name or source ID as target identity"
comp_1777895277336,prod_1779104342214,Đùi Gà,TENANT_MAPPING_AND_TARGET_PRODUCT,source_tenant=comp_1777895277336; source_product_id=prod_1779104342214,TARGET_TENANT_OWNER_REVIEW; TARGET_PRODUCT_OWNER_REVIEW,PROVIDE_APPROVED_TARGET_TENANT_AND_TARGET_PRODUCT_ACTION,"Source company=HD Co.Ltd; tenant mapping status=OWNER_REVIEW; target tenant identity absent from supplied evidence; choose KEEP_EXISTING_TARGET, CREATE_TARGET, OWNER_REVIEW or REJECT only after target identity is supplied; do not use tenant name or source ID as target identity"
comp_1777895277336,prod_1779104360773,Đùi Tỏi,TENANT_MAPPING_AND_TARGET_PRODUCT,source_tenant=comp_1777895277336; source_product_id=prod_1779104360773,TARGET_TENANT_OWNER_REVIEW; TARGET_PRODUCT_OWNER_REVIEW,PROVIDE_APPROVED_TARGET_TENANT_AND_TARGET_PRODUCT_ACTION,"Source company=HD Co.Ltd; tenant mapping status=OWNER_REVIEW; target tenant identity absent from supplied evidence; choose KEEP_EXISTING_TARGET, CREATE_TARGET, OWNER_REVIEW or REJECT only after target identity is supplied; do not use tenant name or source ID as target identity"
comp_1777895277336,prod_1779104371789,Ức Gà,TENANT_MAPPING_AND_TARGET_PRODUCT,source_tenant=comp_1777895277336; source_product_id=prod_1779104371789,TARGET_TENANT_OWNER_REVIEW; TARGET_PRODUCT_OWNER_REVIEW,PROVIDE_APPROVED_TARGET_TENANT_AND_TARGET_PRODUCT_ACTION,"Source company=HD Co.Ltd; tenant mapping status=OWNER_REVIEW; target tenant identity absent from supplied evidence; choose KEEP_EXISTING_TARGET, CREATE_TARGET, OWNER_REVIEW or REJECT only after target identity is supplied; do not use tenant name or source ID as target identity"
comp_1777895277336,prod_1779104388678,Gà Bọng,TENANT_MAPPING_AND_TARGET_PRODUCT,source_tenant=comp_1777895277336; source_product_id=prod_1779104388678,TARGET_TENANT_OWNER_REVIEW; TARGET_PRODUCT_OWNER_REVIEW,PROVIDE_APPROVED_TARGET_TENANT_AND_TARGET_PRODUCT_ACTION,"Source company=HD Co.Ltd; tenant mapping status=OWNER_REVIEW; target tenant identity absent from supplied evidence; choose KEEP_EXISTING_TARGET, CREATE_TARGET, OWNER_REVIEW or REJECT only after target identity is supplied; do not use tenant name or source ID as target identity"
comp_1777895277336,prod_1779104406958,Chân Gà,TENANT_MAPPING_AND_TARGET_PRODUCT,source_tenant=comp_1777895277336; source_product_id=prod_1779104406958,TARGET_TENANT_OWNER_REVIEW; TARGET_PRODUCT_OWNER_REVIEW,PROVIDE_APPROVED_TARGET_TENANT_AND_TARGET_PRODUCT_ACTION,"Source company=HD Co.Ltd; tenant mapping status=OWNER_REVIEW; target tenant identity absent from supplied evidence; choose KEEP_EXISTING_TARGET, CREATE_TARGET, OWNER_REVIEW or REJECT only after target identity is supplied; do not use tenant name or source ID as target identity"
comp_1777895277336,prod_1779104421262,Chân Vịt,TENANT_MAPPING_AND_TARGET_PRODUCT,source_tenant=comp_1777895277336; source_product_id=prod_1779104421262,TARGET_TENANT_OWNER_REVIEW; TARGET_PRODUCT_OWNER_REVIEW,PROVIDE_APPROVED_TARGET_TENANT_AND_TARGET_PRODUCT_ACTION,"Source company=HD Co.Ltd; tenant mapping status=OWNER_REVIEW; target tenant identity absent from supplied evidence; choose KEEP_EXISTING_TARGET, CREATE_TARGET, OWNER_REVIEW or REJECT only after target identity is supplied; do not use tenant name or source ID as target identity"
comp_1777895277336,prod_1779104434102,Đầu Gà,TENANT_MAPPING_AND_TARGET_PRODUCT,source_tenant=comp_1777895277336; source_product_id=prod_1779104434102,TARGET_TENANT_OWNER_REVIEW; TARGET_PRODUCT_OWNER_REVIEW,PROVIDE_APPROVED_TARGET_TENANT_AND_TARGET_PRODUCT_ACTION,"Source company=HD Co.Ltd; tenant mapping status=OWNER_REVIEW; target tenant identity absent from supplied evidence; choose KEEP_EXISTING_TARGET, CREATE_TARGET, OWNER_REVIEW or REJECT only after target identity is supplied; do not use tenant name or source ID as target identity"
comp_1777895277336,prod_1779104446485,Đầu Vịt,TENANT_MAPPING_AND_TARGET_PRODUCT,source_tenant=comp_1777895277336; source_product_id=prod_1779104446485,TARGET_TENANT_OWNER_REVIEW; TARGET_PRODUCT_OWNER_REVIEW,PROVIDE_APPROVED_TARGET_TENANT_AND_TARGET_PRODUCT_ACTION,"Source company=HD Co.Ltd; tenant mapping status=OWNER_REVIEW; target tenant identity absent from supplied evidence; choose KEEP_EXISTING_TARGET, CREATE_TARGET, OWNER_REVIEW or REJECT only after target identity is supplied; do not use tenant name or source ID as target identity"
comp_1777895277336,prod_1779104459006,Đầu Vịt Dài,TENANT_MAPPING_AND_TARGET_PRODUCT,source_tenant=comp_1777895277336; source_product_id=prod_1779104459006,TARGET_TENANT_OWNER_REVIEW; TARGET_PRODUCT_OWNER_REVIEW,PROVIDE_APPROVED_TARGET_TENANT_AND_TARGET_PRODUCT_ACTION,"Source company=HD Co.Ltd; tenant mapping status=OWNER_REVIEW; target tenant identity absent from supplied evidence; choose KEEP_EXISTING_TARGET, CREATE_TARGET, OWNER_REVIEW or REJECT only after target identity is supplied; do not use tenant name or source ID as target identity"
comp_1777895277336,prod_1779104474430,Lòng Gà,TENANT_MAPPING_AND_TARGET_PRODUCT,source_tenant=comp_1777895277336; source_product_id=prod_1779104474430,TARGET_TENANT_OWNER_REVIEW; TARGET_PRODUCT_OWNER_REVIEW,PROVIDE_APPROVED_TARGET_TENANT_AND_TARGET_PRODUCT_ACTION,"Source company=HD Co.Ltd; tenant mapping status=OWNER_REVIEW; target tenant identity absent from supplied evidence; choose KEEP_EXISTING_TARGET, CREATE_TARGET, OWNER_REVIEW or REJECT only after target identity is supplied; do not use tenant name or source ID as target identity"
comp_1777895277336,prod_1779104486206,Lòng Vịt,TENANT_MAPPING_AND_TARGET_PRODUCT,source_tenant=comp_1777895277336; source_product_id=prod_1779104486206,TARGET_TENANT_OWNER_REVIEW; TARGET_PRODUCT_OWNER_REVIEW,PROVIDE_APPROVED_TARGET_TENANT_AND_TARGET_PRODUCT_ACTION,"Source company=HD Co.Ltd; tenant mapping status=OWNER_REVIEW; target tenant identity absent from supplied evidence; choose KEEP_EXISTING_TARGET, CREATE_TARGET, OWNER_REVIEW or REJECT only after target identity is supplied; do not use tenant name or source ID as target identity"
comp_1777895277336,prod_1779104526942,Thùng Xốp,TENANT_MAPPING_AND_TARGET_PRODUCT,source_tenant=comp_1777895277336; source_product_id=prod_1779104526942,TARGET_TENANT_OWNER_REVIEW; TARGET_PRODUCT_OWNER_REVIEW,PROVIDE_APPROVED_TARGET_TENANT_AND_TARGET_PRODUCT_ACTION,"Source company=HD Co.Ltd; tenant mapping status=OWNER_REVIEW; target tenant identity absent from supplied evidence; choose KEEP_EXISTING_TARGET, CREATE_TARGET, OWNER_REVIEW or REJECT only after target identity is supplied; do not use tenant name or source ID as target identity"
comp_1777895277336,prod_1779104541910,Phế Phẩm,TENANT_MAPPING_AND_TARGET_PRODUCT,source_tenant=comp_1777895277336; source_product_id=prod_1779104541910,TARGET_TENANT_OWNER_REVIEW; TARGET_PRODUCT_OWNER_REVIEW,PROVIDE_APPROVED_TARGET_TENANT_AND_TARGET_PRODUCT_ACTION,"Source company=HD Co.Ltd; tenant mapping status=OWNER_REVIEW; target tenant identity absent from supplied evidence; choose KEEP_EXISTING_TARGET, CREATE_TARGET, OWNER_REVIEW or REJECT only after target identity is supplied; do not use tenant name or source ID as target identity"
comp_1777895277336,prod_1779104561166,Phí Ship,TENANT_MAPPING_AND_TARGET_PRODUCT,source_tenant=comp_1777895277336; source_product_id=prod_1779104561166,TARGET_TENANT_OWNER_REVIEW; TARGET_PRODUCT_OWNER_REVIEW,PROVIDE_APPROVED_TARGET_TENANT_AND_TARGET_PRODUCT_ACTION,"Source company=HD Co.Ltd; tenant mapping status=OWNER_REVIEW; target tenant identity absent from supplied evidence; choose KEEP_EXISTING_TARGET, CREATE_TARGET, OWNER_REVIEW or REJECT only after target identity is supplied; do not use tenant name or source ID as target identity"
comp_1777895277336,prod_1779104571278,Đá,TENANT_MAPPING_AND_TARGET_PRODUCT,source_tenant=comp_1777895277336; source_product_id=prod_1779104571278,TARGET_TENANT_OWNER_REVIEW; TARGET_PRODUCT_OWNER_REVIEW,PROVIDE_APPROVED_TARGET_TENANT_AND_TARGET_PRODUCT_ACTION,"Source company=HD Co.Ltd; tenant mapping status=OWNER_REVIEW; target tenant identity absent from supplied evidence; choose KEEP_EXISTING_TARGET, CREATE_TARGET, OWNER_REVIEW or REJECT only after target identity is supplied; do not use tenant name or source ID as target identity"
comp_1777895277336,prod_1779104605054,Vịt Loại,TENANT_MAPPING_AND_TARGET_PRODUCT,source_tenant=comp_1777895277336; source_product_id=prod_1779104605054,TARGET_TENANT_OWNER_REVIEW; TARGET_PRODUCT_OWNER_REVIEW,PROVIDE_APPROVED_TARGET_TENANT_AND_TARGET_PRODUCT_ACTION,"Source company=HD Co.Ltd; tenant mapping status=OWNER_REVIEW; target tenant identity absent from supplied evidence; choose KEEP_EXISTING_TARGET, CREATE_TARGET, OWNER_REVIEW or REJECT only after target identity is supplied; do not use tenant name or source ID as target identity"
comp_1777895277336,prod_1779104619174,Gà Loại,TENANT_MAPPING_AND_TARGET_PRODUCT,source_tenant=comp_1777895277336; source_product_id=prod_1779104619174,TARGET_TENANT_OWNER_REVIEW; TARGET_PRODUCT_OWNER_REVIEW,PROVIDE_APPROVED_TARGET_TENANT_AND_TARGET_PRODUCT_ACTION,"Source company=HD Co.Ltd; tenant mapping status=OWNER_REVIEW; target tenant identity absent from supplied evidence; choose KEEP_EXISTING_TARGET, CREATE_TARGET, OWNER_REVIEW or REJECT only after target identity is supplied; do not use tenant name or source ID as target identity"
comp_1777895277336,prod_1781562583964,Mỡ Gà,TENANT_MAPPING_AND_TARGET_PRODUCT,source_tenant=comp_1777895277336; source_product_id=prod_1781562583964,TARGET_TENANT_OWNER_REVIEW; TARGET_PRODUCT_OWNER_REVIEW,PROVIDE_APPROVED_TARGET_TENANT_AND_TARGET_PRODUCT_ACTION,"Source company=HD Co.Ltd; tenant mapping status=OWNER_REVIEW; target tenant identity absent from supplied evidence; choose KEEP_EXISTING_TARGET, CREATE_TARGET, OWNER_REVIEW or REJECT only after target identity is supplied; do not use tenant name or source ID as target identity"
comp_1777895277336,prod_1781656503918,Lông Vịt,TENANT_MAPPING_AND_TARGET_PRODUCT,source_tenant=comp_1777895277336; source_product_id=prod_1781656503918,TARGET_TENANT_OWNER_REVIEW; TARGET_PRODUCT_OWNER_REVIEW,PROVIDE_APPROVED_TARGET_TENANT_AND_TARGET_PRODUCT_ACTION,"Source company=HD Co.Ltd; tenant mapping status=OWNER_REVIEW; target tenant identity absent from supplied evidence; choose KEEP_EXISTING_TARGET, CREATE_TARGET, OWNER_REVIEW or REJECT only after target identity is supplied; do not use tenant name or source ID as target identity"
comp_1780202063417,prod_1782399766159,Vịt Không Móc,TENANT_MAPPING_AND_TARGET_PRODUCT,source_tenant=comp_1780202063417; source_product_id=prod_1782399766159,TARGET_TENANT_OWNER_REVIEW; TARGET_PRODUCT_OWNER_REVIEW,PROVIDE_APPROVED_TARGET_TENANT_AND_TARGET_PRODUCT_ACTION,"Source company=Doanh Thu Hàng Tháng ; tenant mapping status=OWNER_REVIEW; target tenant identity absent from supplied evidence; choose KEEP_EXISTING_TARGET, CREATE_TARGET, OWNER_REVIEW or REJECT only after target identity is supplied; do not use tenant name or source ID as target identity"
comp_1780202063417,prod_1782399802559,Vịt Không Móc,TENANT_MAPPING_AND_TARGET_PRODUCT,source_tenant=comp_1780202063417; source_product_id=prod_1782399802559,TARGET_TENANT_OWNER_REVIEW; TARGET_PRODUCT_OWNER_REVIEW,PROVIDE_APPROVED_TARGET_TENANT_AND_TARGET_PRODUCT_ACTION,"Source company=Doanh Thu Hàng Tháng ; tenant mapping status=OWNER_REVIEW; target tenant identity absent from supplied evidence; choose KEEP_EXISTING_TARGET, CREATE_TARGET, OWNER_REVIEW or REJECT only after target identity is supplied; do not use tenant name or source ID as target identity"
comp_1777895277336,prod_1782977822236,Phao Câu,TENANT_MAPPING_AND_TARGET_PRODUCT,source_tenant=comp_1777895277336; source_product_id=prod_1782977822236,TARGET_TENANT_OWNER_REVIEW; TARGET_PRODUCT_OWNER_REVIEW,PROVIDE_APPROVED_TARGET_TENANT_AND_TARGET_PRODUCT_ACTION,"Source company=HD Co.Ltd; tenant mapping status=OWNER_REVIEW; target tenant identity absent from supplied evidence; choose KEEP_EXISTING_TARGET, CREATE_TARGET, OWNER_REVIEW or REJECT only after target identity is supplied; do not use tenant name or source ID as target identity"
comp_1777895277336,prod_1786785535576,Vịt Không Móc To,TENANT_MAPPING_AND_TARGET_PRODUCT,source_tenant=comp_1777895277336; source_product_id=prod_1786785535576,TARGET_TENANT_OWNER_REVIEW; TARGET_PRODUCT_OWNER_REVIEW,PROVIDE_APPROVED_TARGET_TENANT_AND_TARGET_PRODUCT_ACTION,"Source company=HD Co.Ltd; tenant mapping status=OWNER_REVIEW; target tenant identity absent from supplied evidence; choose KEEP_EXISTING_TARGET, CREATE_TARGET, OWNER_REVIEW or REJECT only after target identity is supplied; do not use tenant name or source ID as target identity"
comp_1777895277336,prod_1786785560787,Vịt Không Móc Trung,TENANT_MAPPING_AND_TARGET_PRODUCT,source_tenant=comp_1777895277336; source_product_id=prod_1786785560787,TARGET_TENANT_OWNER_REVIEW; TARGET_PRODUCT_OWNER_REVIEW,PROVIDE_APPROVED_TARGET_TENANT_AND_TARGET_PRODUCT_ACTION,"Source company=HD Co.Ltd; tenant mapping status=OWNER_REVIEW; target tenant identity absent from supplied evidence; choose KEEP_EXISTING_TARGET, CREATE_TARGET, OWNER_REVIEW or REJECT only after target identity is supplied; do not use tenant name or source ID as target identity"
comp_1777895277336,prod_1779104118174,Gà Không Móc,PRODUCT_GROUP_CODE,category=Gà; name=Gà Không Móc,OWNER_REVIEW,CONFIRM_GROUP_OR_LEAVE_QUARANTINED,Approved A1 allows deterministic code generation only after group is evidenced
comp_1777895277336,prod_1779104224062,Vịt Không Móc,PRODUCT_GROUP_CODE,category=Vịt; name=Vịt Không Móc,OWNER_REVIEW,CONFIRM_GROUP_OR_LEAVE_QUARANTINED,Approved A1 allows deterministic code generation only after group is evidenced
comp_1777895277336,prod_1779104313397,Vịt Bọng,PRODUCT_GROUP_CODE,category=Vịt; name=Vịt Bọng,OWNER_REVIEW,CONFIRM_GROUP_OR_LEAVE_QUARANTINED,Approved A1 allows deterministic code generation only after group is evidenced
comp_1777895277336,prod_1779104388678,Gà Bọng,PRODUCT_GROUP_CODE,category=Gà Công Nghiệp; name=Gà Bọng,OWNER_REVIEW,CONFIRM_GROUP_OR_LEAVE_QUARANTINED,Approved A1 allows deterministic code generation only after group is evidenced
comp_1777895277336,prod_1779104526942,Thùng Xốp,PRODUCT_GROUP_CODE,category=Phụ; name=Thùng Xốp,OWNER_REVIEW,CONFIRM_GROUP_OR_LEAVE_QUARANTINED,Approved A1 allows deterministic code generation only after group is evidenced
comp_1777895277336,prod_1779104571278,Đá,PRODUCT_GROUP_CODE,category=Phụ; name=Đá,OWNER_REVIEW,CONFIRM_GROUP_OR_LEAVE_QUARANTINED,Approved A1 allows deterministic code generation only after group is evidenced
comp_1777895277336,prod_1779104605054,Vịt Loại,PRODUCT_GROUP_CODE,category=Vịt; name=Vịt Loại,OWNER_REVIEW,CONFIRM_GROUP_OR_LEAVE_QUARANTINED,Approved A1 allows deterministic code generation only after group is evidenced
comp_1777895277336,prod_1779104619174,Gà Loại,PRODUCT_GROUP_CODE,category=Vịt; name=Gà Loại,OWNER_REVIEW,CONFIRM_GROUP_OR_LEAVE_QUARANTINED,Approved A1 allows deterministic code generation only after group is evidenced
comp_1780202063417,prod_1782399766159,Vịt Không Móc,PRODUCT_GROUP_CODE,category=Vịt; name=Vịt Không Móc,OWNER_REVIEW,CONFIRM_GROUP_OR_LEAVE_QUARANTINED,Approved A1 allows deterministic code generation only after group is evidenced
comp_1780202063417,prod_1782399802559,Vịt Không Móc,PRODUCT_GROUP_CODE,category=Vịt; name=Vịt Không Móc,OWNER_REVIEW,CONFIRM_GROUP_OR_LEAVE_QUARANTINED,Approved A1 allows deterministic code generation only after group is evidenced
comp_1777895277336,prod_1786785535576,Vịt Không Móc To,PRODUCT_GROUP_CODE,category=Vịt; name=Vịt Không Móc To,OWNER_REVIEW,CONFIRM_GROUP_OR_LEAVE_QUARANTINED,Approved A1 allows deterministic code generation only after group is evidenced
comp_1777895277336,prod_1786785560787,Vịt Không Móc Trung,PRODUCT_GROUP_CODE,category=Vịt; name=Vịt Không Móc Trung,OWNER_REVIEW,CONFIRM_GROUP_OR_LEAVE_QUARANTINED,Approved A1 allows deterministic code generation only after group is evidenced
comp_1777895277336,prod_1779104406958,Chân Gà,BYPRODUCT_UNIT_SEMANTICS,unit=Kg; stockUnit=Cái,D1_PRESERVE_SOURCE_UNIT; BASE_UNIT_OWNER_REVIEW,CONFIRM_ACTUAL_UNIT_ROLE,Do not change source UOM and do not create conversion
comp_1777895277336,prod_1779104421262,Chân Vịt,BYPRODUCT_UNIT_SEMANTICS,unit=Kg; stockUnit=Cái,D1_PRESERVE_SOURCE_UNIT; BASE_UNIT_OWNER_REVIEW,CONFIRM_ACTUAL_UNIT_ROLE,Do not change source UOM and do not create conversion
comp_1777895277336,prod_1779104434102,Đầu Gà,BYPRODUCT_UNIT_SEMANTICS,unit=Kg; stockUnit=Cái,D1_PRESERVE_SOURCE_UNIT; BASE_UNIT_OWNER_REVIEW,CONFIRM_ACTUAL_UNIT_ROLE,Do not change source UOM and do not create conversion
comp_1777895277336,prod_1779104446485,Đầu Vịt,BYPRODUCT_UNIT_SEMANTICS,unit=Kg; stockUnit=Cái,D1_PRESERVE_SOURCE_UNIT; BASE_UNIT_OWNER_REVIEW,CONFIRM_ACTUAL_UNIT_ROLE,Do not change source UOM and do not create conversion
comp_1777895277336,prod_1779104459006,Đầu Vịt Dài,BYPRODUCT_UNIT_SEMANTICS,unit=Kg; stockUnit=Cái,D1_PRESERVE_SOURCE_UNIT; BASE_UNIT_OWNER_REVIEW,CONFIRM_ACTUAL_UNIT_ROLE,Do not change source UOM and do not create conversion
comp_1777895277336,prod_1779104541910,Phế Phẩm,BYPRODUCT_UNIT_SEMANTICS,unit=Kg; stockUnit=Cái,D1_PRESERVE_SOURCE_UNIT; BASE_UNIT_OWNER_REVIEW,CONFIRM_ACTUAL_UNIT_ROLE,Do not change source UOM and do not create conversion
